State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,West Melbourne,"11,712",101,0,1,9,91,585,80,477,28,1,,,,,,
,Weston,"62,684",80,0,3,9,68,454,75,326,53,6,,,,,,
,West Palm Beach,"88,101","1,161",14,64,538,545,"8,718","1,474","5,977","1,267",13,,,,,,
,Wilton Manors,"13,116",64,0,1,32,31,671,156,447,68,3,,,,,,
,Winter Garden,"18,591",110,1,8,19,82,681,214,405,62,1,,,,,,
,Winter Haven,"26,906",217,0,29,82,106,"2,397",457,"1,755",185,10,,,,,,
,Winter Park,"25,722",70,1,4,36,29,"1,010",193,719,98,5,,,,,,
,Winter Springs,"31,853",73,0,7,5,61,550,123,397,30,1,,,,,,
,Zephyrhills,"11,471",48,1,2,5,40,716,160,501,55,2,,,,,,
GEORGIA,Acworth,"16,846",51,0,0,14,37,512,51,425,36,0,,,,,,
,Albany,"77,434",537,6,37,261,233,"4,648","1,280","2,967",401,23,,,,,,
,Alpharetta,"36,258",113,1,6,25,81,"1,521",192,"1,197",132,,,,,,,
,Americus,"17,164",136,0,8,27,101,"1,394",284,"1,060",50,4,,,,,,
,Athens-Clarke County,"104,313",387,9,52,139,187,"6,084","1,076","4,612",396,30,,,,,,
,Atlanta,"431,043","8,491",149,281,"3,701","4,360","38,231","8,065","22,931","7,235",165,,,,,,
,Bainbridge,"12,071",68,3,11,24,30,970,178,769,23,0,,,,,,
,Brunswick,"15,825",133,0,16,85,32,"1,627",361,"1,179",87,0,,,,,,
,Calhoun,"11,885",47,0,5,18,24,"1,035",166,817,52,,,,,,,
,Canton,"11,503",59,1,7,15,36,577,74,467,36,2,,,,,,
,Carrollton,"20,447",212,2,8,31,171,"1,520",210,"1,250",60,,,,,,,
,Cartersville,"17,419",90,5,3,28,54,"1,385",302,940,143,,,,,,,
,College Park,"19,813",335,2,20,130,183,"2,166",516,"1,236",414,7,,,,,,
,Columbus,"188,116",837,19,22,331,465,"12,978","2,204","9,555","1,219",40,,,,,,
,Conyers,"11,961",136,0,8,41,87,"1,228",169,917,142,,,,,,,
,Cordele,"11,719",76,1,7,28,40,"1,057",185,842,30,4,,,,,,
,Covington,"12,693",59,0,1,29,29,995,208,715,72,0,,,,,,
,Dalton,"30,329",195,0,4,42,149,"1,840",285,"1,426",129,,,,,,,
,Decatur,"18,436",51,1,8,18,24,697,149,473,75,,,,,,,
,Doraville,"10,204",77,0,3,38,36,455,81,315,59,0,,,,,,
,Douglas,"10,815",90,0,3,11,76,"1,343",218,"1,061",64,1,,,,,,
,Douglasville,"22,075",162,0,11,57,94,"2,208",236,"1,807",165,,,,,,,
,Dublin,"16,300",120,1,6,36,77,"1,114",233,848,33,1,,,,,,
,Duluth,"23,119",31,1,2,8,20,403,104,261,38,0,,,,,,
,East Point,"38,417",305,6,11,177,111,"2,805",787,"1,514",504,,,,,,,
,Fayetteville,"13,118",15,0,0,6,9,594,25,543,26,2,,,,,,
,Forest Park,"21,625",196,1,9,113,73,"1,718",269,"1,223",226,,,,,,,
,Gainesville,"28,374",177,1,8,50,118,"2,069",286,"1,660",123,,,,,,,
,Garden City,"11,245",127,0,8,22,97,645,156,409,80,,,,,,,
,Griffin,"23,564",190,4,13,45,128,"1,182",212,857,113,,,,,,,
,Hinesville,"30,985",168,4,9,63,92,"1,846",302,"1,471",73,,,,,,,
,Kennesaw,"25,183",23,1,0,7,15,591,89,455,47,,,,,,,
,Kingsland,"11,150",76,2,1,9,64,498,111,368,19,,,,,,,
,LaGrange,"26,808",166,3,19,52,92,"2,244",294,"1,838",112,,,,,,,
,Lawrenceville,"25,948",80,2,6,30,42,940,205,633,102,3,,,,,,
,Macon,"97,255",647,18,46,229,354,"9,072","1,881","6,181","1,010",54,,,,,,
,Marietta,"62,921",324,5,15,156,148,"2,754",568,"1,852",334,0,,,,,,
,McDonough,"10,142",110,2,3,11,94,736,113,570,53,1,,,,,,
,Milledgeville,"19,035",33,0,4,8,21,741,150,574,17,,,,,,,
,Monroe,"11,935",56,0,4,13,39,448,93,324,31,2,,,,,,
,Moultrie,"14,586",140,2,9,51,78,"1,601",360,"1,140",101,,,,,,,
,Newnan,"19,646",68,1,3,22,42,894,127,705,62,9,,,,,,
,Peachtree City,"32,877",23,0,4,4,15,325,18,230,77,3,,,,,,
,Perry,"10,296",52,0,2,9,41,353,46,283,24,4,,,,,,
,Riverdale,"14,719",117,0,4,70,43,"1,058",183,763,112,0,,,,,,
,Rome,"35,749",438,6,13,67,352,"2,761",624,"1,972",165,18,,,,,,
,Savannah,"129,547","1,073",28,42,603,400,"9,241","2,135","5,782","1,324",15,,,,,,
,Smyrna,"46,342",192,2,15,96,79,"2,142",368,"1,490",284,4,,,,,,
,Snellville,"17,798",20,0,0,14,6,741,85,619,37,3,,,,,,
,Statesboro,"23,663",78,1,9,41,27,"1,125",237,838,50,5,,,,,,
,St. Marys,"15,322",37,1,3,11,22,610,127,451,32,5,,,,,,
,Suwanee,"10,593",28,0,1,8,19,283,49,206,28,1,,,,,,
,Thomasville,"18,225",110,0,8,43,59,"1,281",317,903,61,10,,,,,,
,Tifton,"16,104",128,1,6,39,82,"1,386",234,"1,104",48,1,,,,,,
,Union City,"12,639",83,0,1,35,47,916,180,574,162,0,,,,,,
,Valdosta,"45,357",298,3,24,101,170,"3,238",600,"2,489",149,,,,,,,
,Warner Robins,"53,329",212,5,20,79,108,"3,477",725,"2,568",184,11,,,,,,
,Waycross,"15,386",93,4,10,32,47,"1,055",188,817,50,10,,,,,,
,Winder,"11,320",118,2,7,18,91,668,117,422,129,2,,,,,,
,Woodstock,"13,384",24,0,2,7,15,588,55,498,35,0,,,,,,
HAWAII,Honolulu,"905,301","2,606",15,266,989,"1,336","48,306","7,967","32,086","8,253",389,,,,,,
IDAHO,Blackfoot,"10,750",26,0,3,4,19,408,58,334,16,2,,,,,,
,Boise,"193,414",632,3,108,78,443,"8,122","1,422","6,223",477,105,,,,,,
,Caldwell,"30,020",141,0,19,11,111,"1,959",322,"1,464",173,14,,,,,,
,Chubbuck,"10,190",41,0,1,2,38,473,44,414,15,1,,,,,,
,Coeur d'Alene,"36,940",203,1,28,16,158,"2,021",354,"1,552",115,26,,,,,,
,Garden City,"11,191",81,0,12,8,61,659,105,478,76,4,,,,,,
,Idaho Falls,"52,056",148,2,22,12,112,"1,941",244,"1,553",144,8,,,,,,
,Lewiston,"31,060",39,0,2,6,31,"1,309",269,978,62,2,,,,,,
,Meridian,"39,801",67,2,10,12,43,"1,277",205,"1,025",47,6,,,,,,
,Moscow,"22,081",8,0,2,2,4,670,71,579,20,1,,,,,,
,Mountain Home,"11,748",23,0,3,0,20,425,72,321,32,6,,,,,,
,Nampa,"61,391",245,3,70,18,154,"2,544",456,"1,830",258,14,,,,,,
,Pocatello,"52,205",138,1,19,8,110,"1,752",204,"1,464",84,13,,,,,,
,Post Falls,"19,090",44,0,12,5,27,678,120,526,32,5,,,,,,
,Rexburg,"17,888",9,0,1,0,8,240,35,196,9,0,,,,,,
,Twin Falls,"36,303",159,0,15,20,124,"2,489",505,"1,865",119,5,,,,,,
ILLINOIS,Aurora,"157,633",,13,,215,475,"5,032",942,"3,739",351,44,,,,,,
,Chicago,"2,898,374",,598,,"17,302","19,784","144,622","25,064","96,779","22,779",947,,,,,,
,Joliet,"118,920",,11,,164,383,"4,026",883,"2,853",290,64,,,,,,
,Naperville,"135,958",,0,,23,61,"2,471",291,"2,096",84,16,,,,,,
,Peoria,"113,143",,7,,285,363,"7,559","1,850","4,989",720,83,,,,,,
,Rockford,"151,703",,12,,500,732,"12,055","2,996","7,895","1,164",,,,,,,
,Springfield,"112,304",,7,,324,"1,158","9,041","2,112","6,522",407,71,,,,,,
INDIANA,Auburn,"12,350",17,0,2,3,12,488,67,402,19,0,,,,,,
,Bedford,"13,629",16,0,2,3,11,526,57,449,20,3,,,,,,
,Beech Grove,"14,713",42,0,3,17,22,544,127,352,65,5,,,,,,
,Bloomington,"70,403",69,0,15,27,27,"2,485",441,"1,930",114,17,,,,,,
,Brownsburg,"16,370",5,1,0,2,2,307,31,271,5,0,,,,,,
,Carmel,"41,121",12,0,3,7,2,757,115,612,30,2,,,,,,
,Chesterton,"10,981",17,0,3,2,12,318,49,250,19,0,,,,,,
,Clarksville,"21,434",60,0,17,30,13,"1,820",182,"1,504",134,3,,,,,,
,Columbus,"39,000",74,2,10,8,54,"1,981",174,"1,733",74,13,,,,,,
,Connersville,"15,168",25,0,5,2,18,989,136,824,29,2,,,,,,
,Crawfordsville,"15,421",18,0,2,10,6,805,129,658,18,1,,,,,,
,Crown Point,"20,613",23,0,0,5,18,378,53,290,35,6,,,,,,
,Dyer,"14,547",11,0,2,5,4,270,32,212,26,1,,,,,,
,East Chicago,"31,919",527,20,9,111,387,"2,007",431,"1,129",447,19,,,,,,
,Elkhart,"52,090",187,6,25,136,20,"4,203",872,"3,022",309,31,,,,,,
,Evansville2,"119,788","1,393",12,40,145,"1,196","5,229","1,065","3,876",288,76,,,,,,
,Fishers,"44,705",54,0,4,3,47,591,80,486,25,1,,,,,,
,Fort Wayne,"211,317",772,19,118,354,281,"11,113","2,188","8,145",780,114,,,,,,
,Frankfort,"16,692",50,0,8,10,32,997,157,795,45,4,,,,,,
,Franklin,"20,635",55,0,2,5,48,"1,262",91,"1,141",30,0,,,,,,
,Gary,"101,544",797,68,71,391,267,"5,272","1,662","2,373","1,237",,,,,,,
,Goshen,"29,859",124,0,1,9,114,"1,336",154,"1,131",51,1,,,,,,
,Greenfield,"15,646",16,0,8,3,5,318,39,256,23,4,,,,,,
,Greenwood,"39,180",204,0,10,16,178,"1,825",188,"1,556",81,4,,,,,,
,Griffith,"17,211",33,0,7,15,11,656,56,512,88,6,,,,,,
,Hammond,"81,896",668,14,38,256,360,"4,742",994,"3,015",733,63,,,,,,
,Highland,"23,729",25,0,3,16,6,"1,012",98,830,84,2,,,,,,
,Huntington,"17,408",20,0,5,3,12,524,61,448,15,1,,,,,,
,Indianapolis,"800,167","7,069",107,420,"2,828","3,714","45,386","10,062","27,891","7,433",499,,,,,,
,Jasper,"12,761",6,0,1,0,5,148,17,115,16,0,,,,,,
,Jeffersonville,"27,987",85,0,12,36,37,"1,273",322,783,168,0,,,,,,
,Kokomo,"46,229",194,2,17,66,109,"3,029",551,"2,339",139,4,,,,,,
,Lafayette,"60,954",243,1,30,64,148,"3,205",603,"2,459",143,8,,,,,,
,La Porte,"21,419",60,0,5,7,48,"1,142",123,953,66,0,,,,,,
,Lawrence,"40,696",190,2,4,63,121,946,198,619,129,2,,,,,,
,Logansport,"19,582",17,0,6,4,7,750,124,579,47,2,,,,,,
,Madison,"12,198",26,0,0,2,24,384,113,244,27,0,,,,,,
,Marion,"30,835",186,4,13,70,99,"1,820",382,"1,352",86,3,,,,,,
,Martinsville,"11,646",26,0,2,2,22,703,50,628,25,5,,,,,,
,Merrillville,"31,127",53,1,2,23,27,"1,105",91,833,181,1,,,,,,
,Michigan City,"32,757",150,1,18,72,59,"2,071",364,"1,538",169,19,,,,,,
,Mishawaka,"48,551",314,2,12,57,243,"3,986",507,"3,307",172,27,,,,,,
,Mooresville,"10,296",11,0,4,2,5,363,37,291,35,0,,,,,,
,Muncie,"67,594",290,0,56,68,166,"3,018",545,"2,255",218,17,,,,,,
,Munster,"22,004",46,0,0,8,38,553,48,459,46,2,,,,,,
,New Albany,"37,752",199,1,10,84,104,"2,676",601,"1,905",170,20,,,,,,
,New Castle,"19,107",18,0,8,7,3,"1,881",368,"1,427",86,4,,,,,,
,New Haven,"13,570",21,0,5,5,11,420,84,306,30,0,,,,,,
,Noblesville,"32,058",25,0,3,7,15,669,95,541,33,8,,,,,,
,Plainfield,"20,842",21,0,0,6,15,942,140,743,59,2,,,,,,
,Plymouth,"10,500",10,0,3,5,2,458,40,401,17,2,,,,,,
,Portage,"34,703",89,0,4,10,75,"1,359",188,"1,087",84,9,,,,,,
,Richmond,"38,698",200,1,26,65,108,"1,626",411,"1,041",174,74,,,,,,
,Schererville,"25,728",13,0,0,4,9,711,62,582,67,2,,,,,,
,Seymour,"18,506",87,2,2,9,74,"1,168",82,"1,026",60,6,,,,,,
,South Bend,"107,191",768,16,78,324,350,"6,853","1,716","4,596",541,74,,,,,,
,Speedway,"12,980",51,0,7,37,7,420,61,292,67,1,,,,,,
,Valparaiso,"28,352",89,0,4,7,78,"1,027",66,923,38,2,,,,,,
,Vincennes,"18,354",24,0,6,9,9,"1,265",304,869,92,4,,,,,,
,Wabash,"11,587",4,0,2,2,0,167,59,93,15,1,,,,,,
,Warsaw,"12,510",37,0,3,1,33,333,56,257,20,0,,,,,,
,West Lafayette,"29,254",30,0,8,2,20,624,109,490,25,1,,,,,,
IOWA,Altoona,"10,980",10,0,1,0,9,479,39,428,12,0,,,,,,
,Ames,"51,040",279,0,25,7,247,"1,738",215,"1,437",86,0,,,,,,
,Ankeny,"29,940",35,1,8,5,21,719,140,539,40,3,,,,,,
,Bettendorf,"31,625",135,0,3,8,124,808,153,635,20,11,,,,,,
,Boone,"12,834",9,0,0,1,8,371,49,305,17,6,,,,,,
,Burlington,"26,113",129,1,11,18,99,"1,253",319,895,39,3,,,,,,
,Carroll,"10,019",8,0,0,2,6,218,32,169,17,0,,,,,,
,Cedar Falls,"36,751",114,2,13,5,94,973,138,802,33,8,,,,,,
,Cedar Rapids,"122,819",387,4,46,100,237,"6,456","1,110","5,046",300,21,,,,,,
,Clive,"13,591",42,0,6,5,31,436,69,338,29,6,,,,,,
,Coralville,"16,531",18,0,10,4,4,725,60,646,19,10,,,,,,
,Council Bluffs,"58,786",497,5,71,78,343,"6,138","1,005","4,271",862,31,,,,,,
,Davenport,"98,020","1,201",5,59,242,895,"6,951","1,401","5,162",388,49,,,,,,
,Des Moines,"198,568",699,8,92,284,315,"12,115","1,527","9,692",896,78,,,,,,
,Dubuque,"57,173",235,2,17,15,201,"1,814",398,"1,319",97,33,,,,,,
,Fort Dodge,"24,959",134,0,6,16,112,"1,822",429,"1,271",122,13,,,,,,
,Fort Madison,"11,033",17,0,3,0,14,482,97,363,22,3,,,,,,
,Indianola,"13,147",24,0,2,1,21,352,32,300,20,2,,,,,,
,Iowa City,"63,975",368,0,28,47,293,"2,031",343,"1,606",82,8,,,,,,
,Keokuk,"11,056",109,0,5,1,103,420,69,313,38,0,,,,,,
,Marion,"27,680",27,0,4,4,19,423,117,286,20,4,,,,,,
,Marshalltown,"26,167",192,0,1,9,182,"1,399",329,985,85,6,,,,,,
,Mason City,"28,535",56,0,10,14,32,"1,666",337,"1,289",40,9,,,,,,
,Muscatine,"22,706",177,0,24,4,149,871,202,639,30,8,,,,,,
,Newton,"15,660",15,0,0,7,8,548,93,439,16,0,,,,,,
,Oskaloosa,"11,018",22,0,2,3,17,375,98,258,19,5,,,,,,
,Ottumwa,"24,756",207,0,8,5,194,"1,236",235,936,65,10,,,,,,
,Pella,"10,244",30,0,0,1,29,188,40,141,7,4,,,,,,
,Sioux City,"84,340",357,1,43,49,264,"4,556",967,"3,227",362,36,,,,,,
,Spencer,"11,224",1,1,0,0,0,416,98,297,21,0,,,,,,
,Storm Lake,"10,109",30,0,8,4,18,373,65,296,12,4,,,,,,
,Urbandale,"31,229",72,0,4,11,57,890,199,665,26,7,,,,,,
,Waterloo,"67,910",326,4,47,93,182,"3,707",922,"2,543",242,33,,,,,,
,West Des Moines,"50,085",70,1,9,10,50,"1,792",310,"1,409",73,7,,,,,,
KANSAS,Arkansas City,"12,077",69,0,11,5,53,475,87,357,31,6,,,,,,
,Atchison,"10,134",26,0,1,3,22,350,99,238,13,1,,,,,,
,Coffeyville,"10,636",50,1,6,11,32,661,146,486,29,6,,,,,,
,Derby,"18,961",21,0,4,3,14,567,98,432,37,8,,,,,,
,Dodge City,"25,416",173,1,11,35,126,"1,344",230,"1,045",69,9,,,,,,
,El Dorado,"12,705",29,0,10,0,19,551,72,451,28,4,,,,,,
,Emporia,"26,814",80,0,19,8,53,"1,567",216,"1,289",62,17,,,,,,
,Garden City,"27,756",190,0,18,11,161,"1,823",380,"1,349",94,24,,,,,,
,Gardner,"10,731",54,0,9,1,44,438,77,339,22,8,,,,,,
,Hays,"19,964",23,1,2,3,17,724,196,500,28,1,,,,,,
,Hutchinson,"40,855",220,1,32,24,163,"2,454",545,"1,824",85,35,,,,,,
,Junction City,"17,803",136,1,11,19,105,"1,475",198,"1,234",43,10,,,,,,
,Lawrence,"81,833",365,3,37,59,266,"4,205",810,"3,222",173,8,,,,,,
,Leavenworth,"35,509",208,2,17,41,148,"1,498",266,"1,149",83,30,,,,,,
,Liberal,"20,138",83,0,9,9,65,"1,157",276,824,57,8,,,,,,
,McPherson,"13,813",26,0,6,2,18,264,60,193,11,4,,,,,,
,Merriam,"10,874",53,0,9,15,29,831,124,615,92,8,,,,,,
,Newton,"17,963",55,0,9,2,44,679,109,552,18,8,,,,,,
,Ottawa,"12,012",33,0,5,3,25,552,94,435,23,5,,,,,,
,Parsons,"11,321",66,0,1,9,56,715,203,491,21,2,,,,,,
,Pittsburg,"19,140",156,8,21,12,115,"1,732",334,"1,328",70,17,,,,,,
,Prairie Village,"21,825",25,0,0,4,21,320,75,233,12,7,,,,,,
,Salina,"46,098",142,10,31,11,90,"3,168",366,"2,707",95,31,,,,,,
,Shawnee,"52,863",83,0,13,16,54,"1,476",236,"1,107",133,14,,,,,,
,Topeka,"122,446",728,16,52,298,362,"9,208","1,518","7,183",507,,,,,,,
,Wichita,"356,123","2,227",18,216,556,"1,437","19,518","3,825","14,284","1,409",139,,,,,,
KENTUCKY,Ashland,"21,733",122,0,11,19,92,"1,143",182,913,48,6,,,,,,
,Bowling Green,"50,532",420,2,51,64,303,"2,859",588,"2,121",150,3,,,,,,
,Florence,"24,456",91,1,7,32,51,"1,529",169,"1,279",81,5,,,,,,
,Hopkinsville,"29,457",135,4,21,62,48,"1,840",526,"1,240",74,13,,,,,,
,Lexington,"265,224","1,242",18,122,518,584,"11,565","2,694","8,129",742,41,,,,,,
,Louisville Metro,"623,771","3,253",42,83,"1,455","1,673","25,022","6,405","15,463","3,154",164,,,,,,
,Madisonville,"19,357",65,2,12,5,46,"1,080",176,836,68,8,,,,,,
,Murray,"15,191",28,0,4,7,17,575,100,455,20,2,,,,,,
,Owensboro,"54,506",172,0,7,53,112,"2,687",537,"2,049",101,3,,,,,,
,Paducah,"25,733",230,5,22,38,165,"1,745",279,"1,326",140,4,,,,,,
,Radcliff,"22,112",92,0,19,23,50,749,179,550,20,,,,,,,
,Richmond,"28,264",63,1,8,22,32,"1,526",237,"1,203",86,4,,,,,,
LOUISIANA,Alexandria,"45,996",970,8,13,194,755,"4,491","1,275","3,013",203,0,,,,,,
,Baker,"13,690",57,1,3,12,41,662,113,508,41,2,,,,,,
,Baton Rouge,"226,391","2,839",41,117,"1,039","1,642","15,897","3,887","10,403","1,607",180,,,,,,
,Bogalusa,"13,104",144,2,7,39,96,980,317,619,44,1,,,,,,
,Bossier City,"57,331",476,4,31,97,344,"3,491",644,"2,517",330,22,,,,,,
,Crowley,"14,031",73,2,0,7,64,748,215,509,24,0,,,,,,
,Eunice,"11,444",57,0,1,6,50,561,227,281,53,0,,,,,,
,Gretna,"17,222",183,3,16,63,101,959,197,630,132,4,,,,,,
,Houma,"32,228",356,2,25,61,268,"1,764",280,"1,382",102,13,,,,,,
,Jennings,"10,818",77,0,3,12,62,462,131,316,15,7,,,,,,
,Kenner,"70,717",291,4,17,69,201,"2,801",362,"2,119",320,8,,,,,,
,Lafayette,"111,612","1,251",7,325,166,753,"6,624","1,197","4,955",472,25,,,,,,
,Lake Charles,"70,942",524,6,43,139,336,"4,163","1,678","2,288",197,31,,,,,,
,Mandeville,"11,395",20,0,0,7,13,467,62,384,21,4,,,,,,
,Minden,"13,286",37,2,2,7,26,322,74,229,19,0,,,,,,
,Morgan City,"12,293",74,0,11,15,48,701,108,552,41,0,,,,,,
,Natchitoches,"17,768",221,3,15,38,165,"1,229",366,812,51,2,,,,,,
,New Iberia,"32,605",250,1,4,43,202,"1,629",237,"1,306",86,4,,,,,,
,New Orleans,"475,128","4,596",274,213,"2,071","2,038","24,477","4,879","12,726","6,872",,,,,,,
,Pineville,"13,917",43,0,2,10,31,728,193,506,29,,,,,,,
,Ruston,"20,655",119,3,2,29,85,931,233,649,49,1,,,,,,
,Shreveport,"199,641","2,056",42,112,689,"1,213","14,905","3,595","9,745","1,565",190,,,,,,
,Slidell,"26,547",163,0,12,49,102,"1,990",227,"1,610",153,0,,,,,,
,Thibodaux,"14,558",93,0,8,13,72,636,150,471,15,3,,,,,,
,West Monroe,"13,089",100,0,10,18,72,"1,149",154,913,82,12,,,,,,
,Westwego,"10,615",55,0,4,18,33,315,55,225,35,2,,,,,,
MAINE,Auburn,"23,343",17,0,2,9,6,769,105,628,36,0,,,,,,
,Augusta,"18,712",32,0,16,3,13,"1,105",201,876,28,10,,,,,,
,Bangor,"31,815",43,2,4,19,18,"1,746",209,"1,495",42,4,,,,,,
,Biddeford,"21,874",63,0,18,17,28,877,110,734,33,10,,,,,,
,Brunswick,"21,550",16,0,7,2,7,424,49,361,14,8,,,,,,
,Falmouth,"10,599",1,0,1,0,0,150,26,118,6,0,,,,,,
,Gorham,"14,747",8,0,2,1,5,278,73,193,12,2,,,,,,
,Kennebunk,"11,240",8,0,3,0,5,185,43,137,5,8,,,,,,
,Lewiston,"35,958",79,2,36,29,12,"1,330",235,"1,035",60,12,,,,,,
,Portland,"64,438",242,1,51,101,89,"3,036",676,"2,191",169,30,,,,,,
,Saco,"17,787",11,0,4,3,4,538,62,450,26,3,,,,,,
,Sanford,"21,738",42,1,17,12,12,568,88,453,27,13,,,,,,
,Scarborough,"18,421",15,0,4,2,9,328,58,258,12,0,,,,,,
,South Portland,"23,457",43,0,11,9,23,"1,214",108,"1,065",41,2,,,,,,
,Waterville,"15,765",15,0,3,5,7,552,85,451,16,2,,,,,,
,Westbrook,"16,243",22,0,1,4,17,479,96,363,20,4,,,,,,
,Windham,"15,326",8,0,0,5,3,389,93,272,24,5,,,,,,
,York,"13,431",5,0,2,1,2,239,40,195,4,2,,,,,,
MARYLAND,Aberdeen,"14,148",91,0,12,33,46,785,103,651,31,2,,,,,,
,Annapolis,"36,533",390,5,17,141,227,"2,091",406,"1,480",205,23,,,,,,
,Baltimore,"644,554","11,183",270,204,"4,339","6,370","37,470","7,789","22,824","6,857",485,,,,,,
,Baltimore City Sheriff,,0,0,0,0,0,0,0,0,0,0,,,,,,
,Bel Air,"10,413",83,0,4,27,52,518,54,435,29,10,,,,,,
,Cambridge,"10,892",95,1,5,15,74,651,101,519,31,5,,,,,,
,Cumberland,"21,278",164,1,15,27,121,"1,205",266,896,43,7,,,,,,
,Easton,"12,293",91,1,7,7,76,586,104,469,13,0,,,,,,
,Elkton,"13,216",126,0,5,21,100,841,163,633,45,22,,,,,,
,Frederick,"56,585",568,4,21,91,452,"1,785",319,"1,369",97,17,,,,,,
,Greenbelt,"22,211",139,3,11,79,46,"1,493",142,952,399,0,,,, ,,
,Hagerstown,"37,000",238,0,11,83,144,"1,526",376,"1,009",141,24,,,,,,
,Havre de Grace,"11,423",97,0,0,24,73,489,77,394,18,3,,,,,,
,Hyattsville,"15,262",103,2,3,71,27,799,110,492,197,0,,,,,,
,Laurel,"20,782",135,1,4,57,73,"1,207",146,780,281,0,,,,,,
,Ocean Pines,"10,918",7,0,1,1,5,85,11,67,7,0,,,,,,
,Salisbury,"24,874",469,0,17,128,324,"1,831",498,"1,269",64,13,,,,,,
,Takoma Park,"17,852",106,2,9,67,28,779,156,447,176,0,,,,,,
,Westminster,"17,287",131,1,4,17,109,763,107,615,41,12,,,,,,
MASSACHUSETTS,Abington,"15,268",50,0,3,15,32,271,105,138,28,2,,,,,,
,Acton,"20,850",5,0,3,0,2,258,51,191,16,1,,,,,,
,Acushnet,"10,486",15,0,0,2,13,160,68,79,13,1,,,,,,
,Agawam,"28,416",43,0,10,3,30,640,291,279,70,6,,,,,,
,Amesbury,"16,695",58,0,13,4,41,218,59,148,11,1,,,,,,
,Amherst,"34,447",111,0,16,16,79,388,187,151,50,5,,,,,,
,Andover,"31,846",9,0,2,1,6,443,60,348,35,2,,,,,,
,Arlington,"42,177",43,0,4,9,30,403,90,282,31,0,,,,,,
,Ashland,"15,405",15,1,4,1,9,69,26,40,3,1,,,,,,
,Athol,"11,478",48,0,6,2,40,152,66,77,9,0,,,,,,
,Attleboro,"43,202",139,1,13,21,104,743,158,483,102,,,,,,,
,Auburn,"16,301",,0,10,11,,580,133,408,39,8,,,,,,
,Barnstable,"48,898",332,1,41,27,263,"1,148",391,665,92,24,,,,,,
,Bedford,"12,658",0,0,0,0,0,28,4,23,1,0,,,,,,
,Belchertown,"13,524",33,0,11,1,21,140,52,70,18,0,,,,,,
,Bellingham,"15,606",38,0,0,2,36,275,61,192,22,0,,,,,,
,Belmont,"24,066",31,0,1,4,26,163,53,104,6,1,,,,,,
,Beverly,"40,270",87,0,6,5,76,573,98,443,32,1,,,,,,
,Billerica,"39,488",31,0,4,6,21,427,62,338,27,4,,,,,,
,Boston,"589,795","7,173",39,262,"2,759","4,113","27,876","4,344","17,069","6,463",,,,,,,
,Bourne,"19,389",,0,8,3,,685,313,326,46,6,,,,,,
,Braintree,"33,947",93,1,5,15,72,"1,061",122,837,102,1,,,,,,
,Brewster,"10,372",3,0,0,0,3,106,32,69,5,0,,,,,,
,Brockton,"95,519",,10,44,231,,"4,077",665,"2,327","1,085",23,,,,,,
,Brookline,"57,082",174,1,4,52,117,901,200,593,108,,,,,,,
,Burlington,"22,943",32,0,0,8,24,717,83,606,28,0,,,,,,
,Cambridge,"101,896",513,3,7,229,274,"3,450",651,"2,389",410,,,,,,,
,Charlton,"11,878",23,0,1,0,22,111,37,68,6,2,,,,,,
,Chelmsford,"34,027",59,0,3,11,45,612,69,518,25,3,,,,,,
,Chelsea,"34,944",576,0,26,158,392,"1,282",337,520,425,16,,,,,,
,Chicopee,"54,881",400,1,28,74,297,"1,997",502,"1,199",296,10,,,,,,
,Clinton,"13,745",7,0,0,1,6,54,8,41,5,1,,,,,,
,Concord,"17,043",16,0,0,2,14,157,21,134,2,1,,,,,,
,Danvers,"25,468",50,0,4,19,27,845,71,714,60,4,,,,,,
,Dartmouth,"30,794",78,1,12,16,49,"1,091",342,661,88,3,,,,,,
,Dedham,"23,398",32,0,1,10,21,416,31,313,72,1,,,,,,
,Dennis,"16,208",85,0,2,5,78,446,163,267,16,6,,,,,,
,Dracut,"28,853",61,0,4,7,50,405,78,223,104,1,,,,,,
,East Bridgewater,"13,513",6,0,0,1,5,111,14,94,3,1,,,,,,
,Easthampton,"16,194",57,0,8,2,47,246,97,131,18,5,,,,,,
,East Longmeadow,"14,518",27,0,2,8,17,317,57,235,25,4,,,,,,
,Easton,"22,718",8,0,1,2,5,161,41,111,9,0,,,,,,
,Everett,"37,805",135,0,8,54,73,"1,101",183,681,237,1,,,,,,
,Fairhaven,"16,363",134,0,2,20,112,565,203,330,32,1,,,,,,
,Fall River,"92,741","1,067",3,77,270,717,"3,477","1,260","1,664",553,,,,,,,
,Falmouth,"33,657",98,0,4,3,91,889,171,678,40,7,,,,,,
,Fitchburg,"39,762",243,3,27,60,153,"1,102",285,719,98,6,,,,,,
,Foxborough,"16,415",39,0,5,3,31,162,55,95,12,0,,,,,,
,Framingham,"66,885",173,1,17,36,119,"1,530",305,"1,038",187,,,,,,,
,Franklin,"29,984",9,0,2,1,6,115,10,95,10,0,,,,,,
,Gardner,"21,009",,0,12,18,,639,224,371,44,1,,,,,,
,Gloucester,"30,691",53,0,3,3,47,604,113,473,18,2,,,,,,
